0.265409, 0.0633032, -0.36219, -0.0976723, -0.0237664, -0.0135168, 0.0673353, -0.0297168, 0.0207188, 0.0903094, 0.0330925, 0.0303677, 0.116249, -0.0282489, 0.0691246, -0.0340373, 0.0340266, 0.0767615, 0.347639, 0.100335, 0.084973, 0.0899315, 0.164986, 0.0724058, 0.032212, 0.0945706, 0.215733, 0.0394577, -0.0323749, 0.0721137, -0.0120236, 0.05696
0.12082, 0.0558184, -0.285686, -0.0873472, 0.0265183, 0.0407429, -0.118524, 0.0131371, 0.061795, 0.0232185, 0.0500159, 0.062214, 0.036631, 0.0226254, 0.0579284, 0.00784073, 0.044928, 0.0671225, -0.0634885, 0.0685264, 0.0494055, 0.000237777, 0.0324177, 0.0933823, 0.0550036, 0.0174047, 0.166664, 0.0628809, 0.000770222, -0.116692, 0.0199506, -0.104463
-0.42947, -0.161632, 0.668421, 0.567442, 0.211125, 0.310664, 0.136536, 0.151629, 0.174635, 0.305042, 0.16141, 0.108795, -0.258897, 0.176569, -0.191463, 0.2522, 0.103387, -0.20656, -0.671669, -0.25112, -0.227454, 0.360829, -0.269742, -0.225787, 0.0927468, 0.272895, -0.384155, 0.184522, 0.311108, 0.137347, 0.265516, 0.126202
-0.0401626, -0.161738, -0.093935, -0.0958981, -0.173295, -0.0488425, -0.198686, -0.221118, -0.0979091, -0.0911215, -0.0769329, -0.108434, -0.140308, -0.212614, -0.1646, -0.187806, -0.121346, -0.164105, -0.442362, -0.153136, -0.156515, -0.0862657, -0.0849231, -0.157353, -0.131403, -0.0791397, -0.058852, -0.048039, -0.15264, -0.193466, -0.113241, -0.205144
-0.138643, 0.0869854, -0.229161, 0.0153241, 0.166408, 0.118639, 0.0593294, 0.16722, 0.142941, 0.0963344, 0.109249, 0.147321, -0.0451202, 0.176606, 0.0655902, 0.161608, 0.126314, 0.0721632, -0.499842, 0.0381175, 0.0228736, 0.00873053, -0.0941794, 0.0902894, 0.13713, 0.124765, 0.014381, 0.118468, 0.118979, 0.0474463, 0.130254, 0.0662119
0.411077, -0.0390863, -0.412403, -0.373186, -0.300203, -0.152375, -0.651948, -0.327532, -0.121162, -0.267782, -0.10255, -0.114117, 0.0658086, -0.328724, -0.0250116, -0.327481, -0.150877, -0.00731899, 0.0867515, 0.0596395, 0.0192019, -0.206896, 0.142883, 0.0420628, -0.16342, -0.299816, 0.347075, -0.0548784, -0.316914, -0.641741, -0.227908, -0.61656
0.110081, 0.144645, -0.122173, 0.270717, 0.257834, 0.179532, 0.654801, 0.27381, 0.190119, 0.452942, 0.190577, 0.185336, 0.139054, 0.266275, 0.132055, 0.277615, 0.224443, 0.125728, 0.569349, 0.116484, 0.126587, 0.437342, 0.164144, 0.0843334, 0.221451, 0.459295, 0.0760249, 0.160559, 0.291977, 0.658138, 0.22081, 0.60629
0.375732, 0.20971, -0.956523, -0.459107, -0.0511, -0.154624, 0.16819, -0.00531312, -0.0248059, -0.0361873, -0.0241333, 0.0388687, 0.230302, -0.0207463, 0.209879, -0.0861583, 0.0370502, 0.230533, 0.419996, 0.248342, 0.221118, -0.141794, 0.255373, 0.250294, 0.0546054, 0.0339772, 0.388277, -0.0363685, -0.141578, 0.164387, -0.1114, 0.157046
-0.0319829, -0.053645, 0.22659, 0.306189, 0.107118, 0.162878, 0.162768, 0.0780993, 0.105052, 0.257033, 0.11342, 0.0740163, -0.0364877, 0.0833236, -0.0558102, 0.127612, 0.0862491, -0.0609672, 0.0607879, -0.0693637, -0.0607519, 0.307844, -0.0092875, -0.082063, 0.0714438, 0.222532, -0.0661679, 0.118579, 0.174184, 0.171513, 0.140147, 0.14863
0.12932, 0.0148174, 0.0886042, 0.258655, 0.10016, 0.138438, 0.290358, 0.0920719, 0.107298, 0.301145, 0.122573, 0.0800173, 0.0667628, 0.0885232, 0.0107703, 0.113526, 0.103287, 0.00680613, 0.436184, 0.0235972, 0.0256167, 0.368349, 0.116942, -0.019878, 0.0965663, 0.271558, 0.0448245, 0.109558, 0.171441, 0.290087, 0.124882, 0.26122
-0.0260225, 0.133754, -0.761498, -0.418995, 0.0381546, -0.0388225, -0.288501, 0.0427516, 0.0610357, -0.18117, 0.0159012, 0.106208, -0.025954, 0.0542625, 0.124615, -0.0128599, 0.061037, 0.136353, -0.791736, 0.116796, 0.0834389, -0.346994, -0.0773657, 0.209466, 0.0788403, -0.118811, 0.184277, 0.0420835, -0.104172, -0.301643, -0.0243377, -0.24752
-0.000461907, 0.0406311, -0.417666, -0.25227, -0.0261386, -0.0141225, -0.336222, -0.0455549, 0.0274536, -0.146248, -0.00234119, 0.0533646, -0.0498604, -0.0310967, 0.0282791, -0.0576608, 0.00171803, 0.044881, -0.620659, 0.0411881, 0.00736643, -0.223442, -0.0746158, 0.105184, 0.0113504, -0.117259, 0.137514, 0.0362108, -0.104069, -0.331847, -0.0369338, -0.299203
0.574988, 0.318241, -1.39919, -0.626631, -0.0565181, -0.251574, 0.577379, 0.0195906, -0.0466954, 0.0574956, -0.0339147, 0.0497332, 0.382064, -0.0175458, 0.319985, -0.107909, 0.0693754, 0.347739, 0.889716, 0.375509, 0.340466, -0.116126, 0.438473, 0.343161, 0.102258, 0.170657, 0.54014, -0.0735519, -0.183338, 0.57832, -0.151823, 0.535829
-0.345589, -0.116853, 0.448833, 0.369153, 0.159579, 0.250298, -0.139521, 0.109889, 0.152465, 0.147024, 0.12925, 0.10364, -0.223896, 0.14051, -0.133434, 0.183278, 0.0802872, -0.138764, -0.780112, -0.182325, -0.170459, 0.173371, -0.253991, -0.130279, 0.0733439, 0.117538, -0.239647, 0.163039, 0.202602, -0.140936, 0.19541, -0.127734
-0.233439, -0.175676, 0.566496, 0.416692, 0.0650284, 0.22402, -0.157471, 0.00695937, 0.099146, 0.170378, 0.0993837, 0.0328292, -0.202429, 0.0249947, -0.189251, 0.0945467, 0.0298879, -0.199542, -0.494754, -0.214897, -0.197734, 0.257687, -0.192227, -0.201931, 0.0103038, 0.11426, -0.230555, 0.13096, 0.153973, -0.151568, 0.147861, -0.143104
-0.111411, -0.00869038, 0.0643173, 0.211068, 0.133951, 0.152075, 0.193529, 0.116367, 0.116299, 0.211506, 0.104806, 0.100078, -0.0579414, 0.12451, -0.0294328, 0.142778, 0.0931078, -0.0278988, -0.193891, -0.0473437, -0.0382179, 0.201059, -0.0649279, -0.037119, 0.0967458, 0.213362, -0.0751087, 0.108266, 0.161494, 0.196103, 0.143336, 0.181971
-0.109533, -0.0110906, 0.123665, 0.352408, 0.20013, 0.180196, 0.610609, 0.18535, 0.141726, 0.417168, 0.140835, 0.108476, -0.0204859, 0.186053, -0.0218867, 0.222177, 0.146046, -0.0362687, 0.18051, -0.0613987, -0.0345361, 0.417085, 0.0146956, -0.0933659, 0.141532, 0.423362, -0.146885, 0.117476, 0.266241, 0.616271, 0.199343, 0.556052
0.497653, 0.0668729, -0.402933, -0.197869, -0.142653, -0.0889371, -0.140999, -0.137041, -0.0351621, -0.0054898, -0.000963186, -0.0310962, 0.201882, -0.153139, 0.0764566, -0.154736, -0.0202238, 0.0947416, 0.722099, 0.162086, 0.130202, 0.0563778, 0.281258, 0.104788, -0.0318237, -0.0339988, 0.382569, -0.00199409, -0.138305, -0.124122, -0.10656, -0.144494
-0.448051, -0.186626, 0.491588, 0.439045, 0.136697, 0.236834, 0.148, 0.0803345, 0.109515, 0.242801, 0.107029, 0.06482, -0.287527, 0.106305, -0.21034, 0.167767, 0.0583353, -0.228109, -0.826078, -0.267799, -0.249559, 0.256011, -0.281399, -0.249301, 0.0391112, 0.242536, -0.391196, 0.119828, 0.211148, 0.150715, 0.186085, 0.134738
-0.22991, -0.196025, 0.275798, 0.169681, -0.0540162, 0.0936486, -0.231772, -0.117044, 0.00421468, 0.0151803, 0.00959961, -0.0371129, -0.22896, -0.0827729, -0.212558, -0.0371784, -0.0495134, -0.213082, -0.742503, -0.217392, -0.215235, 0.0542958, -0.195443, -0.205776, -0.074395, 0.000597923, -0.200423, 0.0462764, -0.00143335, -0.226088, 0.0269578, -0.221101